CaptureName,Malware,InfectionDate,FileName,URL,Path
CTU-Malware-Capture-Botnet-90,Conficker,2009-09-07,irc.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-90/bro/irc.log,publicDatasets/CTU-Malware-Capture-Botnet-90/bro/irc.log
CTU-Malware-Capture-Botnet-90,Conficker,2009-09-07,packet_filter.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-90/bro/packet_filter.log,publicDatasets/CTU-Malware-Capture-Botnet-90/bro/packet_filter.log
CTU-Malware-Capture-Botnet-90,Conficker,2009-09-07,ssl.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-90/bro/ssl.log,publicDatasets/CTU-Malware-Capture-Botnet-90/bro/ssl.log
CTU-Malware-Capture-Botnet-90,Conficker,2009-09-07,weird.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-90/bro/weird.log,publicDatasets/CTU-Malware-Capture-Botnet-90/bro/weird.log
CTU-Malware-Capture-Botnet-90,Conficker,2009-09-07,x509.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-90/bro/x509.log,publicDatasets/CTU-Malware-Capture-Botnet-90/bro/x509.log
CTU-Malware-Capture-Botnet-90,Conficker,2009-09-07,fast-flux-dga-first-analysis.txt,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-90/fast-flux-dga-first-analysis.txt,publicDatasets/CTU-Malware-Capture-Botnet-90/fast-flux-dga-first-analysis.txt
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,192.168.3.104-eldorado2-1.biargus,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.biargus,publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.biargus
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,192.168.3.104-eldorado2-1.binetflow,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.binetflow,publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.binetflow
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,192.168.3.104-eldorado2-1.capinfos,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.capinfos,publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.capinfos
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,192.168.3.104-eldorado2-1.dnstop,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.dnstop,publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.dnstop
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,192.168.3.104-eldorado2-1.passivedns,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.passivedns,publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.passivedns
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,192.168.3.104-eldorado2-1.pcap,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.pcap,publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.pcap
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,192.168.3.104-eldorado2-1.pcap.capinfos,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.pcap.capinfos,publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.pcap.capinfos
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,192.168.3.104-eldorado2-1.report.pdf,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.report.pdf,publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.report.pdf
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,192.168.3.104-eldorado2-1.tcpdstat,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.tcpdstat,publicDatasets/CTU-Malware-Capture-Botnet-92/192.168.3.104-eldorado2-1.tcpdstat
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,192.weblogng,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/192.weblogng,publicDatasets/CTU-Malware-Capture-Botnet-92/192.weblogng
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,README.txt,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/README.txt,publicDatasets/CTU-Malware-Capture-Botnet-92/README.txt
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,Rbot-eldorado-2.exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/Rbot-eldorado-2.exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-92/Rbot-eldorado-2.exe.zip
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,conn.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/bro/conn.log,publicDatasets/CTU-Malware-Capture-Botnet-92/bro/conn.log
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,dns.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/bro/dns.log,publicDatasets/CTU-Malware-Capture-Botnet-92/bro/dns.log
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,irc.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/bro/irc.log,publicDatasets/CTU-Malware-Capture-Botnet-92/bro/irc.log
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,loaded_scripts.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/bro/loaded_scripts.log,publicDatasets/CTU-Malware-Capture-Botnet-92/bro/loaded_scripts.log
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,notice.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/bro/notice.log,publicDatasets/CTU-Malware-Capture-Botnet-92/bro/notice.log
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,packet_filter.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/bro/packet_filter.log,publicDatasets/CTU-Malware-Capture-Botnet-92/bro/packet_filter.log
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,weird.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/bro/weird.log,publicDatasets/CTU-Malware-Capture-Botnet-92/bro/weird.log
CTU-Malware-Capture-Botnet-92,Wootbot,2009-09-14,fast-flux-dga-first-analysis.txt,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-92/fast-flux-dga-first-analysis.txt,publicDatasets/CTU-Malware-Capture-Botnet-92/fast-flux-dga-first-analysis.txt
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,README.html,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/README.html,publicDatasets/CTU-Malware-Capture-Botnet-91/README.html
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,README.md,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/README.md,publicDatasets/CTU-Malware-Capture-Botnet-91/README.md
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,all_domains.txt,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/all_domains.txt,publicDatasets/CTU-Malware-Capture-Botnet-91/all_domains.txt
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,conn.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/conn.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/conn.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,dhcp.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/dhcp.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/dhcp.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,dns.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/dns.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/dns.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,dpd.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/dpd.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/dpd.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,files.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/files.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/files.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,http.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/http.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/http.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,known_hosts.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/known_hosts.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/known_hosts.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,known_services.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/known_services.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/known_services.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,loaded_scripts.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/loaded_scripts.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/loaded_scripts.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,packet_filter.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/packet_filter.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/packet_filter.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,pe.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/pe.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/pe.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,smtp.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/smtp.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/smtp.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,software.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/software.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/software.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,weird.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/bro/weird.log,publicDatasets/CTU-Malware-Capture-Botnet-91/bro/weird.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.biargus,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.biargus,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.biargus
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.binetflow,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.binetflow,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.binetflow
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.capinfos,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.capinfos,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.capinfos
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.dnstop,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.dnstop,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.dnstop
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.html,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.html,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.html
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.json,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.json,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.json
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.only445.pcap,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.only445.pcap,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.only445.pcap
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.passivedns,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.passivedns,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.passivedns
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.pcap,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.pcap,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.pcap
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.pcap.capinfos,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.pcap.capinfos,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.pcap.capinfos
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.tcpdstat,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.tcpdstat,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.tcpdstat
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.botnet2.infected.1.tcpflow.report.pdf,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.tcpflow.report.pdf,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.botnet2.infected.1.tcpflow.report.pdf
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,capture.weblogng,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/capture.weblogng,publicDatasets/CTU-Malware-Capture-Botnet-91/capture.weblogng
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,mog.exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/downloaded-files/mog.exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/downloaded-files/mog.exe.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,fast-flux-dga-first-analysis.txt,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/fast-flux-dga-first-analysis.txt,publicDatasets/CTU-Malware-Capture-Botnet-91/fast-flux-dga-first-analysis.txt
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,malware.exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/malware.exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/malware.exe.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,dns.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/suricata/dns.log,publicDatasets/CTU-Malware-Capture-Botnet-91/suricata/dns.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,fast.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/suricata/fast.log,publicDatasets/CTU-Malware-Capture-Botnet-91/suricata/fast.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,http.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/suricata/http.log,publicDatasets/CTU-Malware-Capture-Botnet-91/suricata/http.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,stats.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/suricata/stats.log,publicDatasets/CTU-Malware-Capture-Botnet-91/suricata/stats.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,tls.log,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/suricata/tls.log,publicDatasets/CTU-Malware-Capture-Botnet-91/suricata/tls.log
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__1_VOCALIZA__SetupVocaliza(1).exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__1_VOCALIZA__SetupVocaliza(1).exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__1_VOCALIZA__SetupVocaliza(1).exe.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__1_vocaliza__SetupVocaliza(2).exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__1_vocaliza__SetupVocaliza(2).exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__1_vocaliza__SetupVocaliza(2).exe.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__1_vocaliza__SetupVocaliza(3).exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__1_vocaliza__SetupVocaliza(3).exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__1_vocaliza__SetupVocaliza(3).exe.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__1_vocaliza__SetupVocaliza.exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__1_vocaliza__SetupVocaliza.exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__1_vocaliza__SetupVocaliza.exe.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__ANT__ELISTARA%5b1%5d%5b1%5d.31092007.EXE.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__ANT__ELISTARA%5b1%5d%5b1%5d.31092007.EXE.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__ANT__ELISTARA%5b1%5d%5b1%5d.31092007.EXE.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__BDE__SETUP.EXE.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__BDE__SETUP.EXE.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__BDE__SETUP.EXE.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__BDE___ISDEL.EXE.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__BDE___ISDEL.EXE.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__BDE___ISDEL.EXE.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__UNINSTALL__helper(1).exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__UNINSTALL__helper(1).exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__UNINSTALL__helper(1).exe.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__UNINSTALL__helper.exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__UNINSTALL__helper.exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__UNINSTALL__helper.exe.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__crashreporter(1).exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__crashreporter(1).exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__crashreporter(1).exe.zip
CTU-Malware-Capture-Botnet-91,Conficker,2010-09-23,__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__crashreporter.exe.zip,https://mcfp.felk.cvut.cz/publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__crashreporter.exe.zip,publicDatasets/CTU-Malware-Capture-Botnet-91/uploaded-infected-files/__CURSO_PC18_WEB__FIREFOXPORTABLE__APP__FIREFOX__crashreporter.exe.zip
